Date,stock_correlation,vix
2006-03-30,0.42966877488310296,11.569999694824219
2006-03-31,0.43687177263114607,11.390000343322754
2006-04-03,0.43828946609558656,11.569999694824219
2006-04-04,0.4358121846209159,11.140000343322754
2006-04-05,0.4363165973921853,11.130000114440918
2006-04-06,0.4294039608631219,11.449999809265137
2006-04-07,0.4425501070286192,12.260000228881836
2006-04-10,0.4385884806818727,12.1899995803833
2006-04-11,0.44140983759182084,13.0
2006-04-12,0.445758289194542,12.760000228881836
2006-04-13,0.4519094711953159,12.380000114440918
2006-04-17,0.45707385081192803,12.579999923706055
2006-04-18,0.4546491875806823,11.399999618530273
2006-04-19,0.4551555263579473,11.319999694824219
2006-04-20,0.45594994480767187,11.640000343322754
2006-04-21,0.4530833119040497,11.59000015258789
2006-04-24,0.4553981724618582,11.75
2006-04-25,0.45156635957131847,11.75
2006-04-26,0.45798729683341544,11.760000228881836
2006-04-27,0.44559804625090116,11.84000015258789
2006-04-28,0.42393264095075345,11.59000015258789
2006-05-01,0.4150051554379872,12.539999961853027
2006-05-02,0.40999918453472733,11.989999771118164
2006-05-03,0.41354139399074674,11.989999771118164
2006-05-04,0.40589904861366966,11.859999656677246
2006-05-05,0.41251720863942687,11.619999885559082
2006-05-08,0.4116591832741867,12.0
2006-05-09,0.4098333768446669,11.989999771118164
2006-05-10,0.40224560966879724,11.779999732971191
2006-05-11,0.4231562054765373,12.489999771118164
2006-05-12,0.43941996599059446,14.1899995803833
2006-05-15,0.42894895918643716,13.569999694824219
2006-05-16,0.42961507022531087,13.350000381469727
2006-05-17,0.4625730230435844,16.260000228881836
2006-05-18,0.47098170148179924,16.989999771118164
2006-05-19,0.4686688942534863,17.18000030517578
2006-05-22,0.4651272668814336,17.719999313354492
2006-05-23,0.465949320137646,18.260000228881836
2006-05-24,0.4527835854599195,17.360000610351562
2006-05-25,0.45771541423293527,15.5
2006-05-26,0.4600428404484574,14.260000228881836
2006-05-30,0.49307655167612785,18.65999984741211
2006-05-31,0.4912774967200087,16.440000534057617
2006-06-01,0.4967987649853776,14.520000457763672
2006-06-02,0.4965393914569026,14.319999694824219
2006-06-05,0.5278395989729413,16.649999618530273
2006-06-06,0.5237329575910248,17.34000015258789
2006-06-07,0.523985700994775,17.799999237060547
2006-06-08,0.5240750940421409,18.350000381469727
2006-06-09,0.526670362306628,18.1200008392334
2006-06-12,0.5372900801783584,20.959999084472656
2006-06-13,0.5370543710337182,23.809999465942383
2006-06-14,0.5345526583868159,21.459999084472656
2006-06-15,0.5558151930603151,15.899999618530273
2006-06-16,0.5539263047319252,17.25
2006-06-19,0.5574951249040258,17.829999923706055
2006-06-20,0.5568368426136463,16.690000534057617
2006-06-21,0.5653162090288938,15.520000457763672
2006-06-22,0.5606481378331383,15.880000114440918
2006-06-23,0.5582278307791271,15.890000343322754
2006-06-26,0.5642052330123759,15.619999885559082
2006-06-27,0.5643178832801534,16.399999618530273
2006-06-28,0.5652967045609326,15.789999961853027
2006-06-29,0.5911977720608322,13.029999732971191
2006-06-30,0.5960404428353154,13.079999923706055
2006-07-03,0.6073094797409866,13.050000190734863
2006-07-05,0.6017029041117424,14.149999618530273
2006-07-06,0.6013322754380329,13.649999618530273
2006-07-07,0.5956635501906693,13.970000267028809
2006-07-10,0.597073187780771,14.020000457763672
2006-07-11,0.5976317280876045,13.140000343322754
2006-07-12,0.6067906712272719,14.489999771118164
2006-07-13,0.5955849973396862,17.790000915527344
2006-07-14,0.5911176216795717,18.049999237060547
2006-07-17,0.586614550198312,18.639999389648438
2006-07-18,0.5911042628910764,17.739999771118164
2006-07-19,0.6001160614104599,15.550000190734863
2006-07-20,0.5904612171562305,16.209999084472656
2006-07-21,0.5877697127677749,17.399999618530273
2006-07-24,0.603207996296504,14.979999542236328
2006-07-25,0.6139706996526133,14.850000381469727
2006-07-26,0.6131978643229951,14.619999885559082
2006-07-27,0.6112872430603394,14.9399995803833
2006-07-28,0.616873538527346,14.329999923706055
2006-07-31,0.6165545280100063,14.949999809265137
2006-08-01,0.6133169160997812,15.050000190734863
2006-08-02,0.6135555441787275,14.34000015258789
2006-08-03,0.6117435100874504,14.460000038146973
2006-08-04,0.6127207742345233,14.34000015258789
2006-08-07,0.6052948922972871,15.229999542236328
2006-08-08,0.6018060998057558,15.229999542236328
2006-08-09,0.5864780735490468,15.199999809265137
2006-08-10,0.5860088467267331,14.460000038146973
2006-08-11,0.57542589798141,14.300000190734863
2006-08-14,0.5695385347985467,14.260000228881836
2006-08-15,0.5727631704992305,13.420000076293945
2006-08-16,0.5713489648656467,12.40999984741211
2006-08-17,0.5714273295635663,12.239999771118164
2006-08-18,0.5735295753825671,11.640000343322754
2006-08-21,0.5686706434859722,12.220000267028809
2006-08-22,0.5693384702189153,12.1899995803833
2006-08-23,0.5528495970643765,12.399999618530273
2006-08-24,0.552911595554407,12.399999618530273
2006-08-25,0.5498166643136443,12.3100004196167
2006-08-28,0.5490791102373026,12.180000305175781
2006-08-29,0.5223058214828202,12.279999732971191
2006-08-30,0.5232260968585682,12.220000267028809
2006-08-31,0.5204932302419334,12.3100004196167
2006-09-01,0.5228491388065517,11.960000038146973
2006-09-05,0.5182976274301462,12.630000114440918
2006-09-06,0.5125392150241901,13.739999771118164
2006-09-07,0.5099367749617618,13.880000114440918
2006-09-08,0.5114278248999928,13.15999984741211
2006-09-11,0.4835302849924513,12.989999771118164
2006-09-12,0.4814925258440817,11.920000076293945
2006-09-13,0.4750889100990494,11.180000305175781
2006-09-14,0.4759159706565098,11.550000190734863
2006-09-15,0.4677574030273699,11.760000228881836
2006-09-18,0.4662850698304239,11.779999732971191
2006-09-19,0.46560881311398433,11.979999542236328
2006-09-20,0.4598063691908479,11.390000343322754
2006-09-21,0.4539883184835641,12.25
2006-09-22,0.45328546226594624,12.59000015258789
2006-09-25,0.41771520840595944,12.119999885559082
2006-09-26,0.4218894684657303,11.529999732971191
2006-09-27,0.4147509789953167,11.579999923706055
2006-09-28,0.4109524901529902,11.720000267028809
2006-09-29,0.4122940442778429,11.979999542236328
2006-10-02,0.4090296839909932,12.569999694824219
2006-10-03,0.40217365851916914,12.239999771118164
2006-10-04,0.4138137588745402,11.859999656677246
2006-10-05,0.3880063000066173,11.979999542236328
2006-10-06,0.37793577797251005,11.5600004196167
2006-10-09,0.3802709215213698,11.680000305175781
2006-10-10,0.38316570642662506,11.520000457763672
2006-10-11,0.38697187281414097,11.619999885559082
2006-10-12,0.3565993695521462,11.09000015258789
2006-10-13,0.36328275354923323,10.75
2006-10-16,0.36253212296619997,11.09000015258789
2006-10-17,0.32388898962069657,11.729999542236328
2006-10-18,0.33184465857059386,11.34000015258789
2006-10-19,0.32796359529373537,10.899999618530273
2006-10-20,0.2910533023147728,10.630000114440918
2006-10-23,0.2840876608217428,11.079999923706055
2006-10-24,0.2848909661803737,10.779999732971191
2006-10-25,0.27789149252603756,10.65999984741211
2006-10-26,0.27588748472232644,10.5600004196167
2006-10-27,0.29581734189174347,10.800000190734863
2006-10-30,0.29750717858859455,11.199999809265137
2006-10-31,0.29726726424179656,11.100000381469727
2006-11-01,0.30099278619692993,11.510000228881836
2006-11-02,0.3220388311391245,11.420000076293945
2006-11-03,0.3213046155980375,11.15999984741211
2006-11-06,0.33223541333203865,11.15999984741211
2006-11-07,0.3333583817174125,11.09000015258789
2006-11-08,0.320229027238934,10.75
2006-11-09,0.3101151085640145,11.010000228881836
2006-11-10,0.3093733193862619,10.789999961853027
2006-11-13,0.31011885663896993,10.859999656677246
2006-11-14,0.3166588891845161,10.5
2006-11-15,0.3152579360491757,10.3100004196167
2006-11-16,0.3016134176854524,10.15999984741211
2006-11-17,0.3015907178788531,10.050000190734863
2006-11-20,0.30137549718978124,9.970000267028809
2006-11-21,0.2982916569412284,9.899999618530273
2006-11-22,0.3004652309651194,10.140000343322754
2006-11-24,0.30342901099070324,10.729999542236328
2006-11-27,0.3481952380652186,12.300000190734863
2006-11-28,0.3444423559208278,11.619999885559082
2006-11-29,0.35739777232424197,10.829999923706055
2006-11-30,0.3459718542742212,10.90999984741211
2006-12-01,0.34657366499817976,11.65999984741211
2006-12-04,0.35369662128175455,11.229999542236328
2006-12-05,0.35791382717099685,11.270000457763672
2006-12-06,0.3570648497682231,11.329999923706055
2006-12-07,0.36125368153183857,12.670000076293945
2006-12-08,0.35884311646161,12.069999694824219
2006-12-11,0.35870154315714864,10.710000038146973
2006-12-12,0.3604317787767167,10.649999618530273
2006-12-13,0.3596369880593717,10.180000305175781
2006-12-14,0.3691789421835906,9.970000267028809
2006-12-15,0.3620819714822806,10.050000190734863
2006-12-18,0.3571620143166955,10.600000381469727
2006-12-19,0.3464799020734099,10.300000190734863
2006-12-20,0.32815327673974715,10.260000228881836
2006-12-21,0.33473616207996304,10.529999732971191
2006-12-22,0.34828794573371763,11.359999656677246
2006-12-26,0.3480794226819194,11.260000228881836
2006-12-27,0.3479210890240553,10.640000343322754
2006-12-28,0.3633363559312333,10.989999771118164
2006-12-29,0.3445231932733261,11.5600004196167
2007-01-03,0.33279082294224754,12.039999961853027
2007-01-04,0.3226012222311677,11.510000228881836
2007-01-05,0.3255598865292577,12.140000343322754
2007-01-08,0.32660662048493316,12.0
2007-01-09,0.3166201584317601,11.90999984741211
2007-01-10,0.3043510239177995,11.470000267028809
2007-01-11,0.2985117043694691,10.869999885559082
2007-01-12,0.30300130810893644,10.149999618530273
2007-01-16,0.2979376839137332,10.739999771118164
2007-01-17,0.29478598011480783,10.59000015258789
2007-01-18,0.30825534886199357,10.850000381469727
2007-01-19,0.3416495909632672,10.399999618530273
2007-01-22,0.3357311131918251,10.770000457763672
2007-01-23,0.3368473663632142,10.34000015258789
2007-01-24,0.3474457469766581,9.890000343322754
2007-01-25,0.3799775344097734,11.220000267028809
2007-01-26,0.3650510294535978,11.130000114440918
2007-01-29,0.3657242902513903,11.449999809265137
2007-01-30,0.3534008855983525,10.960000038146973
2007-01-31,0.35271514794867065,10.420000076293945
2007-02-01,0.3539738362176309,10.3100004196167
2007-02-02,0.35497818578556306,10.079999923706055
2007-02-05,0.3428323745759093,10.550000190734863
2007-02-06,0.3462467105294777,10.649999618530273
2007-02-07,0.3434389619287942,10.319999694824219
2007-02-08,0.35077431866330466,10.4399995803833
2007-02-09,0.3574753069410431,11.100000381469727
2007-02-12,0.36048496828109133,11.609999656677246
2007-02-13,0.3607012739212213,10.34000015258789
2007-02-14,0.3671813608314596,10.229999542236328
2007-02-15,0.37252747116078566,10.220000267028809
2007-02-16,0.37367727171119114,10.020000457763672
2007-02-20,0.3710141955962779,10.239999771118164
2007-02-21,0.37468236739148286,10.199999809265137
2007-02-22,0.37496883688275506,10.180000305175781
2007-02-23,0.37597970479649573,10.579999923706055
2007-02-26,0.33418980458738384,11.149999618530273
2007-02-27,0.5194695257602542,18.309999465942383
2007-02-28,0.50988242736362,15.420000076293945
2007-03-01,0.5111875234863414,15.819999694824219
2007-03-02,0.5233270506361637,18.610000610351562
2007-03-05,0.5194414012236301,19.6299991607666
2007-03-06,0.5409983942676384,15.960000038146973
2007-03-07,0.5397416936677575,15.239999771118164
2007-03-08,0.5414389929832806,14.289999961853027
2007-03-09,0.54342263831872,14.09000015258789
2007-03-12,0.5471724170794924,13.989999771118164
2007-03-13,0.5688099112302301,18.1299991607666
2007-03-14,0.5748628255359658,17.270000457763672
2007-03-15,0.5711748714138902,16.43000030517578
2007-03-16,0.5752453325949614,16.790000915527344
2007-03-19,0.588495763893885,14.59000015258789
2007-03-20,0.590869481822758,13.270000457763672
2007-03-21,0.6105343375199879,12.1899995803833
2007-03-22,0.6057606599735799,12.930000305175781
2007-03-23,0.6019347915526576,12.949999809265137
2007-03-26,0.6014417695426245,13.15999984741211
2007-03-27,0.6003329580761986,13.479999542236328
2007-03-28,0.6038633149153314,14.979999542236328
2007-03-29,0.6055933093573612,15.140000343322754
2007-03-30,0.6190420412634455,14.640000343322754
2007-04-02,0.6239211300921058,14.529999732971191
